1 9.031556126224505e-08 8.30311321245285e-09 1.9779719118876475e-10 4.77061908247633e-08 1.4652266249064996e-07
2 9.0312361249445e-08 2.894427577710311e-08 7.605590422361689e-10 4.662738650954604e-08 1.6664458257833034e-07
3 9.115403817974436e-08 4.937632173923632e-08 1.3274097767097877e-09 4.626503383246537e-08 1.8812280352815585e-07
4 9.032076128304514e-08 7.02246808987236e-08 1.8859995439981758e-09 4.447017788071152e-08 2.069016196064784e-07
5 9.032076128304514e-08 9.086756347025388e-08 2.448629794519178e-09 4.339137356549427e-08 2.270283281133125e-07
6 9.031716126864508e-08 1.1150884603538415e-07 3.011372045488182e-09 4.2312569250276995e-08 2.471499485997944e-07
7 9.03243612974452e-08 1.3214812859251438e-07 3.574126296505186e-09 4.123376493505974e-08 2.672803811215245e-07
8 9.598238392953572e-08 1.5279141116564467e-07 4.136976547906192e-09 4.010176040704163e-08 2.930125320501282e-07
9 9.03243612974452e-08 1.734306937227749e-07 4.80373921495686e-09 3.8972035888143553e-08 3.075308301233205e-07
10 1.3905975623902496e-07 1.940735762943052e-07 5.277781111124445e-09 3.7526510106040424e-08 3.759376237504951e-07
11 9.07127628510514e-08 2.1471285885143541e-07 5.883943535774143e-09 3.68561874247497e-08 3.481657526630106e-07
12 9.108996435985744e-08 2.3534694138776556e-07 7.119548478193913e-09 3.510118040472162e-08 3.686576346305385e-07
13 9.060314404876484e-08 2.556697144690407e-07 7.714870067372473e-09 3.412780718639718e-08 3.8811553577157524e-07
14 1.5357381429525717e-07 2.7663470653882617e-07 8.03871215484862e-09 3.256585026340105e-08 4.70813083252333e-07
15 9.224396897587591e-08 2.970511882047528e-07 9.318117272469089e-09 3.134920539682158e-08 4.2996247984991944e-07
16 9.296150919213361e-08 3.174686586293908e-07 9.443144951335764e-09 3.077157848359835e-08 4.5064489125645847e-07
17 1.6192384769539077e-07 3.383853535414142e-07 9.86995947983792e-09 2.9112796451185806e-08 5.392919571678287e-07
18 1.1003256467873924e-07 3.590698438257289e-07 1.0288315568960614e-08 2.872937670483904e-08 5.081201007782679e-07
19 1.0284164546632746e-07 3.7970847533560534e-07 1.2347797564761036e-08 2.6154658474535593e-08 5.210525768412294e-07
20 1.8350550028090396e-07 4.0863915620072854e-07 1.8139056525127313e-08 2.5380760796679896e-08 6.356644738034398e-07
21 2.0577018013759782e-07 4.4380914867916603e-07 2.1888976419305708e-08 2.9369203298146106e-08 7.008375085342158e-07
22 2.536115033321737e-07 5.016780240243928e-07 3.027571435392664e-08 3.829639634108908e-08 8.238616380515822e-07
23 3.506628917309382e-07 5.908513130918676e-07 4.6051059259982425e-08 5.538572683784048e-08 1.0429509909206286e-06
24 4.722368987912829e-07 6.914235549450103e-07 6.643012553208207e-08 7.767829321888319e-08 1.3077688724872586e-06
25 6.659117504934124e-07 8.26906842567957e-07 9.790777602471622e-08 1.1271092532539994e-07 1.7034372944114857e-06
