1 7.526430105720422e-08 8.280073120292481e-09 1.9779719118876475e-10 4.784739138956556e-08 1.31589562758251e-07
2 7.526150104600418e-08 2.329621318485274e-08 7.605550422201689e-10 4.690938763755055e-08 1.4622765691062765e-07
3 7.609887871182242e-08 3.8191433879852665e-08 1.328742788226474e-09 4.687204602496822e-08 1.624911014048698e-07
4 7.527630110520442e-08 5.332861331445326e-08 1.885927543710175e-09 4.503298013192053e-08 1.755238220952884e-07
5 7.527630110520442e-08 6.834467337869351e-08 2.4486497945991783e-09 4.4094976379905524e-08 1.9016460065840267e-07
6 7.527030108120433e-08 8.336073344293378e-08 3.0113800455201817e-09 4.3156972627890514e-08 2.047993871975488e-07
7 7.527630110520442e-08 9.8375193500774e-08 3.5740662962651847e-09 4.22185688742755e-08 2.1944412977651908e-07
8 1.5270901083604333e-07 1.133932535730143e-07 4.1393765575062306e-09 4.0554162216648865e-08 3.107958031832127e-07
9 7.527950111800447e-08 1.2840931363725456e-07 4.815899263597054e-09 4.022616090464362e-08 2.4873087492349967e-07
10 1.1096444385777542e-07 1.434253737014948e-07 5.270701082804331e-09 3.9062316249265e-08 2.987228348913395e-07
11 7.53687014748059e-08 1.5844143376573506e-07 5.870863483453934e-09 3.841943367773471e-08 2.781004324017296e-07
12 7.594830379321517e-08 1.7343549374197495e-07 6.84622738490954e-09 3.7063788255153024e-08 2.9329381317525267e-07
13 7.536520531003301e-08 1.8821384688280505e-07 7.024108770549073e-09 3.671086340237233e-08 3.0731402436575947e-07
14 8.056432225728903e-08 2.0348281393125572e-07 7.797071188284753e-09 3.53186212744851e-08 3.2716282865131456e-07
15 7.606510426041704e-08 2.1832007328029311e-07 9.078236312945252e-09 3.3708614834459336e-08 3.371720286881148e-07
16 7.833763237579506e-08 2.330338689780028e-07 9.344129003316404e-09 3.311854142300976e-08 3.5383417178012404e-07
17 1.2114608458433834e-07 2.4826659306637225e-07 9.77311909247637e-09 3.18437273749095e-08 4.110295241180964e-07
18 8.580914323657295e-08 2.63310653242613e-07 9.964839859359437e-09 3.16061664246657e-08 3.90690802763211e-07
19 7.893463147705181e-08 2.783202265618125e-07 1.1329010632085057e-08 2.99311994495956e-08 3.9851506812054497e-07
20 1.0755446043568348e-07 2.933671469371755e-07 1.1790294322354579e-08 2.882623060984488e-08 4.415381323050585e-07
21 1.499009493426638e-07 3.1287358391863264e-07 1.730179148764654e-08 2.5954616789729603e-08 5.060309415386725e-07
22 1.6389415264738926e-07 3.37579860458164e-07 2.0008438086145627e-08 2.903333285115698e-08 5.505157840428559e-07
23 1.957548937385129e-07 3.786329056702533e-07 2.575644022531123e-08 3.574543637693832e-08 6.358896760110157e-07
24 2.715654597052689e-07 4.575024788867234e-07 3.9136407152870383e-08 5.150459876226622e-08 8.197089445071288e-07
25 4.22172407312948e-07 5.818558887486913e-07 6.421568364251389e-08 8.157708931783403e-08 1.1498210690219871e-06
