1 7.524645695623859e-08 5.5621426754160686e-09 1.916195834273398e-10 1.85495962122194e-08 9.95498154273014e-08
2 7.525068681868146e-08 2.0568399460465325e-08 7.542605158860321e-10 1.761103902026135e-08 1.1418438581529417e-07
3 7.525268606446554e-08 3.557525380609134e-08 1.3167996031904765e-09 1.6673200156803762e-08 1.2881793963055112e-07
4 7.531565262610504e-08 5.05810632425297e-08 1.87993119724789e-09 1.5734661386455456e-08 1.435113084523381e-07
5 7.567177504776107e-08 6.558226904282655e-08 2.481959595894948e-09 1.4753914487684525e-08 1.5848991817416708e-07
6 7.53116109687061e-08 8.059275686504165e-08 3.0435791339855163e-09 1.3820646486756334e-08 1.7276859345448962e-07
7 9.104260769527394e-08 9.559586611432988e-08 3.647086871440892e-09 1.2694961926842575e-08 2.029805226078873e-07
8 7.824232969318773e-08 1.1060170406816272e-07 4.333533341333653e-09 1.1753174126965077e-08 2.0493074122964917e-07
9 1.216225339823977e-07 1.275148359219738e-07 6.1207959117253995e-09 1.074196921329797e-08 2.6600013502939484e-07
10 1.410294365971706e-07 1.5263565330473665e-07 8.217203183354276e-09 1.3488707162547122e-08 3.153710002478086e-07
11 1.670712687326236e-07 1.8311068917972018e-07 1.1121923103004e-08 1.7319030989353766e-08 3.786229120047016e-07
12 1.9669490328445343e-07 2.1857641089530238e-07 1.4841245984521167e-08 2.2180762642194128e-08 4.5229332280647115e-07
