1 9.029348465271083e-08 4.8883706231323436e-09 1.900739662131619e-10 1.1083731033406806e-08 1.0645566027546316e-07
2 9.029962468160939e-08 2.5517250345266918e-08 7.526298788640644e-10 1.0004990244521982e-08 1.2657449515026238e-07
3 9.029297289080719e-08 4.6145830416538326e-08 1.3152878726663974e-09 8.926632771841961e-09 1.4668072395185387e-07
4 9.03805094059797e-08 6.677460550488075e-08 1.877955775744563e-09 7.847510223021374e-09 1.668805809096264e-07
5 1.0612007748224699e-07 8.73857341862914e-08 2.646356744345586e-09 6.416456077226239e-09 2.025686244901102e-07
6 1.4200518362808473e-07 1.1453262380695603e-07 4.287866644008922e-09 7.897981275247439e-09 2.6872365535429706e-07
7 1.6495638429295082e-07 1.4551911772374743e-07 6.25710519738108e-09 1.0571418809689501e-08 3.2730402602376877e-07
8 1.9163074171686745e-07 1.7930134600903613e-07 8.707243034638553e-09 1.3819347703313253e-08 3.9345867846385546e-07
9 2.199861714558317e-07 2.1637686104124712e-07 1.1762807254852824e-08 1.7725083711001545e-08 4.6585092346293317e-07
10 2.54227943983751e-07 2.5702417495151267e-07 1.5503275759380583e-08 2.2422000274888897e-08 5.491773949695331e-07
11 2.9433630859795637e-07 3.0162243652635863e-07 2.0118595802723204e-08 2.8164732345832635e-08 6.442420732728708e-07
12 3.4306756877589344e-07 3.512765640368394e-07 2.5815564364698517e-08 3.5153169801198176e-08 7.553128669786297e-07
