NSta=25
2.459911999999953e-06
1.846290599999989e-05
6.823766599999992e-05
3.1965799999991164e-06
1.091669999999212e-06
2.839760000000524e-06
1.8613459999983206e-06
2.821097999998301e-06
1.0170360000003597e-06
1.7726589999998767e-05
1.2373299999985933e-06
6.608845999998891e-06
1.5302320000003532e-06
