NSta=24
3.8045939999999943e-06
7.320599999971478e-08
2.072209999999686e-06
3.6188280000004624e-06
1.067794000000788e-06
5.802748199999996e-05
8.532289999999775e-06
2.116478000001365e-06
1.4027519999999072e-05
3.2704919999986257e-06
6.384839999995506e-07
1.731813999999332e-06
4.6522226000000445e-05
