1;0,0902815;0,0050011;0,000190481;0,01198905;0,107462131
4;0,0904355;0,0669175;0,00187859;0,0087516;0,16798319
7;0,093625;0,084367;0,00353742;0,00662675;0,18815617
10;0,068541;0,070902;0,004143525;0,0065917;0,150178225
13;0,055116;0,0581945;0,0045232;0,00665515;0,12448885
16;0,0498393;0,04824815;0,004804795;0,00667895;0,109571195
19;0,0468016;0,03978585;0,00500145;0,00674635;0,09833525
22;0,04712815;0,0319398;0,00508655;0,00685255;0,09100705
25;0,04707555;0,0260874;0,0051259;0,00693595;0,0852248
28;0,0491489;0,021651;0,00511375;0,00706645;0,0829801
31;0,052181;0,01805925;0,00508985;0,0071569;0,082487
34;0,054043;0,0151656;0,0050535;0,00723485;0,08149695
37;0,056528;0,0128325;0,0050173;0,0073162;0,081694
40;0,0474712;0,0168793;0,0051038;0,0071859;0,0766402
