1;0,07524;0,00499536;0,000190481;0,0121298;0,092555641
4;0,0753935;0,050043;0,0018784;0,00931425;0,13662915
7;0,0856075;0,069846;0,003579325;0,0070228;0,166055625
10;0,062762;0,0607535;0,00412032;0,0069226;0,13455842
13;0,051907;0,051388;0,004432615;0,0069459;0,114673515
16;0,04673335;0,04336685;0,004686905;0,0069449;0,101732005
19;0,04555235;0,03668055;0,00484819;0,0069861;0,09406719
22;0,04560125;0,0299857;0,00493714;0,00706215;0,08758624
25;0,04664235;0,024634;0,004976835;0,00712325;0,083376435
28;0,049405;0,02043705;0,004981675;0,00722575;0,082049475
31;0,0522795;0,0171168;0,00497398;0,00729415;0,08166443
34;0,0527955;0,0154422;0,00497428;0,0073165;0,08052848
37;0,0567865;0,01217695;0,004935505;0,0074121;0,081311055
40;0,0577785;0,0110834;0,00494031;0,0074301;0,08123231
