1;0,0226002;0,00219005;4,99E-05;0,01283245;0,037672627
4;0,02261125;0,0177145;0,000472483;0,01202165;0,052819883
7;0,02261125;0,03324115;0,00089503;0,01121095;0,06795838
10;0,03437065;0,04877;0,00132126;0,0102866;0,09474851
13;0,0226806;0,0642945;0,00192402;0,009405;0,09830412
16;0,0232707;0,079811;0,002357935;0,00857765;0,114017285
19;0,02573625;0,0953155;0,00308214;0,0074428;0,13157669
22;0,03770395;0,080031;0,00442472;0,00637045;0,12853012
25;0,03471485;0,0494638;0,00505795;0,00652935;0,09576595
28;0,03674915;0,033648;0,00524405;0,00671965;0,08236085
31;0,0407087;0,02449035;0,00525785;0,00689775;0,07735465
34;0,04482035;0,0195865;0,00520115;0,00703865;0,07664665
37;0,04899305;0,01530405;0,00513845;0,0071694;0,07660495
40;0,051868;0,0138268;0,00508005;0,00723785;0,0780127
