1;0,0470396;0,00358992;0,000120209;0,01249875;0,063248479
4;0,04711225;0,0317692;0,00117569;0,0107381;0,09079524
7;0,0567615;0,0599435;0,002282405;0,00883685;0,127824255
10;0,06522;0,07216;0,0037971;0,0069377;0,1481148
13;0,052212;0,059076;0,00429183;0,00689165;0,12247148
16;0,04528;0,0483939;0,00461748;0,0068978;0,10518918
19;0,04251345;0,04004095;0,004827335;0,00692265;0,094304385
22;0,04268965;0,0323187;0,00493693;0,0070133;0,08695858
25;0,04354765;0,02814815;0,004984265;0,00705335;0,083733415
28;0,0464939;0,02141915;0,00500985;0,0071888;0,0801117
31;0,0507615;0,0177725;0,00498601;0,0072632;0,08078321
34;0,0528225;0,0146256;0,004974335;0,00732535;0,079747785
37;0,055323;0,0123555;0,004950135;0,0073903;0,080018935
40;0,0570305;0,01078675;0,004945955;0,0074214;0,080184605
