NSta=1;NSta=2;NSta=3;NSta=4;NSta=5;NSta=6;NSta=7;NSta=8;NSta=9;NSta=10;NSta=11;NSta=12;NSta=13;NSta=14;NSta=15;NSta=16;NSta=17;NSta=18;NSta=19;NSta=20;NSta=21;NSta=22;NSta=23;NSta=24;NSta=25
1.5203600000290866e-07;8.00720000029287e-08;2.3900800000120625e-07;7.713200000125654e-08;7.791200000184517e-08;7.521999999937634e-08;7.724000000308706e-08;7.60679999984859e-08;2.1332400000062533e-07;8.084800000318639e-08;7.738400000079082e-08;1.5842599999871253e-07;7.85056200000156e-06;2.514979999972411e-07;1.5077199999780078e-07;7.95580000030327e-08;3.6159999999796353e-07;1.1564799999774777e-07;1.8125759999989556e-06;5.464540000019724e-07;7.977599999975383e-08;7.398799999691619e-08;1.979765999998051e-06;1.093648799999869e-05;8.062924000000748e-06
7.31140000027608e-08;7.922800000415009e-08;7.68040000025394e-08;7.345599999553087e-08;7.655800000350154e-08;7.47999999930471e-08;7.980399999496512e-08;9.350400000585068e-08;7.203200000560629e-08;1.531519999957709e-07;7.825999999511168e-08;8.597999999437888e-08;4.185060000025942e-07;3.756199999997989e-07;1.0972799999819928e-07;1.9383599999400763e-07;1.0795599999369188e-07;1.543999999995549e-07;1.0017799999673117e-07;8.995900000030588e-07;7.269200000337152e-08;2.454598399999952e-05;1.4294706000001156e-05;3.0345461999999657e-05;1.2040860000013257e-06
7.604200000344009e-08;7.908999999983736e-08;7.748199999468854e-08;7.918000000017855e-08;7.920999999555533e-08;7.43800000009287e-08;1.0031799999410397e-07;1.459340000025122e-07;2.5941399999851454e-07;7.844399999612506e-08;7.347999999751665e-08;7.552799999643866e-08;7.558199999380122e-08;8.061799999836693e-08;7.26720000017167e-08;2.087139999957799e-07;2.0131799999489885e-07;7.813400000600267e-08;1.459700000054909e-07;5.9820120000040335e-06;5.095604400000297e-05;4.268569999993588e-06;9.623819999973194e-07;6.1596054000006e-05;2.723626799999579e-05
7.81199999977389e-08;7.824600000105876e-08;7.461600000624459e-08;7.249200000103429e-08;6.218620000026931e-07;7.395999999459947e-08;7.286999999678301e-08;1.703819999931966e-07;2.0312799999544497e-07;7.874800000706727e-08;7.43620000065448e-08;1.384880000045996e-07;7.661399999392415e-08;8.074599999474686e-08;3.081100000059678e-07;1.479860000017652e-07;7.536859999959234e-07;7.423200000289398e-08;1.158817999993289e-06;1.400919999952066e-07;1.7440219999969032e-06;2.192211999997085e-06;3.6848679999934576e-06;2.521998000005965e-06;0.0002011913139999
7.805399999938344e-08;7.8107999996746e-08;7.231200000035188e-08;7.821600000568198e-08;7.250199999475628e-08;4.6754000000248653e-07;1.413779999950293e-07;2.418180000063331e-07;7.248599999343243e-08;2.1404000000302407e-07;7.65940000064802e-08;7.864799999879323e-08;5.949803999996561e-06;7.875599999351835e-08;4.440719999934118e-07;6.488819999930229e-07;5.649299999959112e-07;7.09990000004268e-07;2.629651999995985e-06;2.5399599999929023e-06;5.609539999937851e-07;3.067590000000564e-06;2.3898700000017925e-06;6.260640000022022e-07;9.104334399999914e-05
8.013199999368225e-08;7.726399999796742e-08;7.365199999753715e-08;1.5853399999343765e-07;8.01479999950061e-08;7.910799999422126e-08;7.493600000429978e-08;7.624799999916833e-08;5.872180000068283e-07;8.403439999966622e-07;7.345800000280178e-08;1.0860800000500605e-07;4.78752000006466e-07;7.68719999939549e-08;7.201600000428244e-08;8.013599999401322e-08;7.132920000003651e-07;3.477420000024267e-07;1.122000000037815e-07;1.2711779999960982e-06;1.910147999993228e-06;1.4915659999985564e-06;1.0516400000426529e-07;1.5422940000036078e-06;1.655878600000449e-05
7.40600000028735e-08;7.712599999365466e-08;7.418600000619337e-08;7.725199999697451e-08;7.379999999557187e-08;7.270000000403342e-08;7.745000000625168e-08;7.469000000526193e-08;7.357600000545973e-08;7.763600000032512e-08;7.516959999946949e-07;7.354400000281203e-08;7.782800000200041e-08;7.788199999936296e-08;7.394799999360659e-08;7.80200000036757e-08;7.90739999985135e-08;2.545520000012403e-07;3.83467999995446e-07;2.6095818000001712e-05;3.148579999958657e-07;7.218880000010586e-07;2.1126439999932244e-06;1.5028400000005606e-07;2.1131944000003954e-05
7.61379999971723e-08;7.328799999584136e-08;9.425038000003382e-06;7.956400000352916e-08;7.8451999996787e-08;8.026800000493496e-08;7.999599999664044e-08;7.813199999873178e-08;7.229000000563701e-08;7.392800000616261e-08;2.295719999949597e-07;7.471600000030777e-08;7.286000000306105e-08;7.920099999978447e-07;8.338600000001861e-08;7.468600000493097e-08;4.63736000000381e-07;7.899800000643609e-08;8.847040000006246e-07;1.6926320000010263e-06;8.371939999989309e-07;2.1957280000037828e-06;2.763314000006289e-06;1.341520000011087e-07;
7.607199999881686e-08;7.614400000477418e-08;5.576239999996346e-06;7.628800000247793e-08;7.509799999638746e-08;7.98479999986057e-08;7.351000000710429e-08;2.285679999971535e-07;1.3965399999449345e-07;8.592380000038702e-07;7.879800000409886e-08;6.476880000008122e-07;5.159600000013142e-07;7.902000000115096e-08;7.893660000064528e-07;9.617000000616827e-08;1.947278000002939e-06;6.777619999951412e-07;2.15647999993962e-07;1.9882899999998927e-06;3.1627240000062783e-06;0.0002018955019999;1.4445519999952694e-06;2.6401060000011965e-06;
7.899999999949614e-08;7.600600000046142e-08;4.499023999997575e-06;7.301200000142671e-08;7.775000000265209e-08;7.942800000648732e-08;2.290240000064614e-07;7.999199999630947e-08;7.302999999581061e-08;7.452399999863246e-08;1.330179999996517e-07;7.602399999484532e-08;7.90360000024748e-08;7.302999999581061e-08;7.90360000024748e-08;1.3343000000531902e-07;7.82479999941188e-08;3.505539999935081e-07;7.300540000017008e-07;7.619999999519677e-08;2.473264000002473e-06;9.311241999995446e-06;7.0561259999948335e-06;9.042574000005744e-06;
7.207800000230691e-08;7.516200000168282e-08;1.034035999992966e-06;7.53239999937705e-08;1.1239600000578777e-07;7.200800000362053e-08;7.55760000004102e-08;1.8244000000322562e-07;7.974400000421157e-08;2.7782799999442884e-07;4.7590600000546614e-07;7.997800000225654e-08;7.206799999437408e-08;2.171520000047167e-07;5.672300000014729e-07;7.21079999976837e-08;7.240399999375315e-08;1.072940000028666e-07;8.875999999702344e-08;1.150506000001883e-06;8.894139999995332e-07;2.547492000005036e-06;8.01820000049247e-08;6.977215999995679e-06;
7.201200000395147e-08;7.502399999737009e-08;2.5322759999966136e-06;3.150480000044809e-07;7.30419999968035e-08;7.458199999632598e-08;7.507799999473265e-08;7.58759999968106e-08;7.610800000179552e-08;7.511399999771128e-08;1.0213199999498103e-07;8.015000000227702e-08;1.9415600000627366e-07;8.016799999666091e-08;8.318000000429039e-08;8.012100000058809e-07;1.2772280000064029e-06;6.438978000005591e-06;9.519200000340789e-08;1.2740300000047e-06;9.938681999997812e-06;7.795759999993379e-07;8.233458000006522e-06;3.555579999996894e-06;
7.408999999825029e-08;7.417999999859148e-08;4.54207800000006e-06;7.435999999927389e-08;8.068799999705336e-08;7.71560000032423e-08;7.764199999371614e-08;8.031199999436467e-08;7.648400000022093e-07;7.441200000357639e-08;8.099599999411568e-08;2.701039999948307e-07;3.571940000028917e-07;7.828399999709747e-08;2.383799999989833e-07;5.944880000043895e-07;7.730400000127702e-08;4.2155600000626245e-07;1.5869599999973618e-07;4.841522000006649e-06;1.6654979999941588e-06;1.986414000000991e-06;7.768720000029817e-07;1.0961199999997009e-06;
7.701799999892957e-08;7.404199999427875e-08;5.77133000000174e-06;8.008400000392158e-08;7.23400000026686e-08;7.774799999538118e-08;8.015599999566804e-08;2.52754000001687e-07;7.719799999961198e-08;2.937160000016093e-07;4.042279999936227e-07;7.324000000608066e-08;2.632820000059155e-07;1.0429399999623001e-07;5.273179999960576e-07;3.353479999930187e-07;1.1890999999764065e-07;5.565900000021883e-07;5.012579999998934e-07;7.149199999929578e-07;2.92501999993533e-07;4.213398000004531e-06;1.8394486000005373e-05;1.925068000005581e-06;
7.909599999322836e-08;7.920400000216434e-08;9.572132000002396e-06;7.339600000477731e-08;7.699200000388373e-08;7.631600000479466e-08;7.370199999456874e-08;7.719600000655193e-08;7.491200000231403e-08;8.000799999763332e-08;7.610400000146455e-08;8.222240000037573e-07;2.823140000032254e-07;7.2410000001355e-08;1.5151200000218525e-07;3.176139999965244e-07;1.6037800000390234e-07;1.007179999987784e-07;1.5576399999872592e-07;1.0786599999335069e-07;7.647980000058397e-07;4.09661199999789e-06;5.760679999994522e-06;8.505899999988742e-07;
7.902999999487292e-08;7.306000000539825e-08;7.832999999379809e-08;7.911999999521414e-08;7.363800000348419e-08;7.589599999846542e-08;1.0321599999940644e-07;7.762600000660313e-08;7.22700000039822e-08;6.393120000041108e-07;7.93359999988752e-08;8.03599999983362e-08;7.740200000228014e-08;2.064319999988129e-07;1.517179999979135e-07;7.68919999956097e-08;2.803840000069613e-07;1.432520000008708e-07;8.081999999376421e-08;7.948200000384988e-08;9.068380000059052e-07;4.669759999998746e-06;3.052245999995762e-06;1.2666819999935795e-06;
7.21079999976837e-08;2.492219999936651e-07;7.211400000528557e-08;7.544400000369933e-08;8.728999999618737e-08;7.747600000129752e-08;5.437859999943839e-07;7.605599999749302e-08;7.900200000676706e-08;8.0604000004314e-08;7.420000000024629e-08;7.632000000512563e-08;7.644000000084362e-08;1.6064199999732408e-07;7.866200000705705e-08;7.637000000215722e-08;2.498780000053102e-07;7.468600000493097e-08;4.157879999979741e-07;1.014114199999483e-05;7.780260000060934e-07;3.4938040000014323e-06;1.2015620000056517e-06;2.156230200000664e-05;
7.503599999836297e-08;7.207800000230691e-08;7.43540000058829e-08;7.815600000071754e-08;7.79300000033345e-08;7.705599999496828e-08;7.82820000040374e-08;7.449800000358665e-08;1.893660000007458e-07;1.809019999967632e-07;7.343199999354511e-08;1.0246799999436009e-07;7.952199999294864e-08;1.5155200000549484e-07;7.609399999353173e-08;7.363599999621328e-08;4.136900000020205e-07;1.3164500000044657e-06;5.749059999970996e-07;3.505220000050713e-07;1.2497620000004871e-06;3.237143999996306e-06;4.790899999989051e-07;;
7.411999999362706e-08;7.723999999598163e-08;;7.74739999940266e-08;8.05819999953883e-08;1.806300000026795e-07;7.783399999539142e-08;7.393999999294465e-08;7.207999999536696e-08;7.219399999769393e-08;3.9131399999803306e-07;1.0944000000279177e-07;7.455399999400926e-08;2.506799999935083e-07;2.457939999942482e-07;7.470799999964583e-08;6.381460000000061e-07;1.4076908000006938e-05;7.94377999994822e-07;4.267908000002763e-06;1.9500380000039287e-06;;3.427200000061248e-07;;
