NSta=9
5.55842800000006e-06
7.483400000030115e-08
5.69900400000023e-06
5.947137999999797e-06
1.169470000000672e-06
1.380224000000041e-06
2.4210202000000792e-05
3.214455999998478e-06
1.2676519999992308e-06
5.905816799999997e-05
3.809831399999908e-05
9.655940000001806e-07
5.500340000001103e-06
8.789067999998678e-06
1.429712000000194e-06
7.509200000299643e-08
6.249599999819111e-08
3.9523800000011985e-06
6.310366000001011e-06
1.2223800000015217e-06
1.6846959999980982e-06
5.648599999972248e-07
8.853705399999967e-05
6.00939999984007e-08
2.3025165999996488e-05
1.6259693999998604e-05
1.3854680000022767e-06
1.027135999997597e-06
4.7365799999710137e-07
6.045399999976552e-08
6.517440000024521e-07
7.797600000003513e-08
1.0022900000024037e-06
1.1346120000013117e-06
5.316763999999807e-06
7.279084000003877e-06
4.461759999998094e-06
1.04598800000133e-06
3.895693999993455e-06
7.8791999996497e-08
1.4589600000647353e-07
3.3162000000004355e-06
1.0911239999984445e-06
7.125279999939948e-07
9.099159999976791e-07
6.875539999953162e-07
7.279599999776565e-08
1.4581000000646327e-07
1.483179999993922e-06
