NSta=9
7.485800000006649e-08
1.8246600000004777e-07
1.0609200000022411e-07
7.744800000075713e-08
7.521200000049077e-08
2.4688439999991372e-06
1.6254280000005394e-06
8.483199999886892e-08
1.944542000000382e-06
1.6501800000057188e-07
2.284579999987102e-07
5.4240800000116e-07
1.1959079999996903e-06
6.735999999989417e-07
7.270159999990256e-07
1.5938100000028045e-06
1.0709400000052938e-07
2.6700259999969944e-06
6.2084659999968036e-06
7.199659999983509e-07
1.8033280000011586e-06
3.299953999999161e-06
4.132898000001717e-06
2.638199999999813e-06
5.331440000020393e-07
2.8931442000001085e-05
5.087542199999717e-05
3.535840000026269e-07
1.4945600000260128e-07
1.1059019999990483e-06
1.0260599999867282e-07
6.462980000065954e-07
2.286659999981566e-07
7.6280000001816e-08
1.1299000000519755e-07
2.9186820000006717e-06
1.2501519999972288e-06
1.3355024000006211e-05
7.427799999959461e-08
8.214800000416744e-08
5.176260000041566e-07
9.502759999975296e-07
1.5055899999936174e-06
1.7043200000443904e-07
3.0253860000044595e-06
4.705708000003028e-06
3.731147999999962e-06
1.9453400000202236e-07
4.537340000041468e-07
