NSta=4
7.592000000000709e-08
4.248039999996678e-07
7.56700000001942e-08
6.875540000006452e-07
7.794319999998578e-07
1.0029799999955458e-07
3.2917599999926497e-07
8.504799999897727e-08
7.992000000101029e-08
1.9179799999946566e-07
8.066999999911672e-08
1.7154800000085402e-07
2.3042600000167112e-07
1.10297999999176e-07
2.3317599999828076e-07
9.304799999654278e-08
7.592000000045118e-08
4.468039999991902e-07
7.567000000108238e-08
1.6654800000281966e-07
2.554200000020046e-07
1.122979999976792e-07
3.4917600000028413e-07
9.404800000112345e-08
7.991999999745758e-08
6.398040000021865e-07
7.966999999808877e-08
1.5954799999917668e-07
4.864260000019272e-07
1.0729800000319756e-07
2.321759999972528e-07
9.704800000065461e-08
7.39200000055007e-08
4.4680400000629563e-07
7.567000000108238e-08
1.3954800000703927e-07
7.342000000676307e-08
1.1129799999309853e-07
3.1717599999581124e-07
9.404799999401802e-08
7.492000000297594e-08
2.1579799999926762e-07
7.766999999603286e-08
1.4154800000198975e-07
1.037444000004939e-06
1.1029799999562329e-07
2.93175999999562e-07
9.404799999401802e-08
7.492000000297594e-08
