NSta=8
1.5614000000008231e-07
1.941055999999719e-06
1.4619999999965216e-07
1.9795039999994655e-06
7.983859999995957e-07
1.353000000001714e-07
1.012541999999783e-06
3.513720000007936e-07
2.648560000011457e-07
1.0016780000015047e-06
3.5426599999865973e-07
7.465399999873056e-08
1.297497999999564e-06
9.99240000005841e-08
6.653200000172888e-08
6.780999999733695e-08
9.797720000008782e-07
8.697580000003313e-07
4.7229199999776484e-07
6.222399999700201e-08
4.776179999979035e-07
1.1169200000011869e-06
1.3343199999837907e-07
4.4963199999870085e-07
1.966324000001407e-06
3.7979860000021404e-06
6.282199999674277e-08
4.6637120000028175e-06
2.5060979999977918e-06
2.267826000000639e-06
1.407560000004082e-07
7.227119999981824e-07
2.0598599999743783e-07
3.258920000064336e-07
7.458959999979697e-07
2.4332994000005214e-05
1.1911379999958173e-06
2.8829999999402387e-07
1.1373520000006466e-06
2.760317999999984e-06
6.644200000494038e-08
2.245897999998192e-06
1.4848639999996749e-05
9.484619999966526e-07
3.2019039999937602e-06
2.0660859999992453e-06
1.4492200000404408e-07
5.628339999930176e-07
2.1750300000036303e-06
