NSta=15
4.0378000000007574e-07
2.536791999999899e-06
7.390530000000339e-06
3.271903999999992e-06
4.6473359999996685e-06
2.2650091999999234e-05
5.307657999999549e-06
3.159260800000041e-05
3.360275999998663e-06
4.525770000000762e-06
5.536200000015867e-07
2.3217693999999512e-05
4.0886000000028844e-07
2.6840799999661155e-07
0.00013097507599999858
3.21587999998485e-07
3.4528240000000208e-06
7.316316000000711e-06
1.1177183999997454e-05
3.1659599999969147e-06
2.419257399999708e-05
3.864808000002995e-06
4.699614000003294e-06
4.4800469999998425e-05
5.277515999999594e-06
2.284856000002833e-06
8.210619999999836e-07
1.701924000000332e-05
5.1436859999967055e-06
5.448339999958307e-07
2.046740000025693e-07
2.0114379999967014e-06
1.2720200000160275e-07
4.846102000001906e-06
1.0682979999998565e-05
1.643827799999542e-05
4.9841759999935675e-06
8.164199999782795e-08
4.509002000006035e-06
0.00014787280400000214
1.4897559999980103e-06
6.374800000230607e-08
2.110044000005473e-06
2.3174600000004375e-06
2.316161599999589e-05
