NSta=15
9.112000000000009e-08
6.020539999997965e-07
2.3427247999999956e-05
1.2123847999999882e-05
1.6427500000002482e-06
7.09841599999983e-06
7.999182000000715e-06
8.383017999999965e-06
6.247317999999779e-06
1.614023799999842e-05
2.515579999986528e-07
1.932425999999765e-06
1.0916240000007349e-06
1.348612000001026e-06
5.535839999986081e-07
8.525568000003147e-06
1.3391000000240183e-07
1.8247260000023856e-06
5.943459999997458e-06
4.562432000000172e-06
4.7961860000000914e-06
2.492850600000196e-05
1.4283140000017624e-06
6.2073799999993185e-06
2.4688199999900463e-07
5.6627820000016985e-06
3.99816000000186e-06
8.835860000004914e-07
1.5750592000003394e-05
9.028839999984939e-07
9.280799999800138e-08
2.437999999999363e-05
2.0485160000021095e-06
7.406013999997185e-06
1.0879818000006481e-05
6.234420000055252e-07
1.2423419999976203e-06
4.069432999999378e-05
8.573020000000042e-07
4.734753999997566e-06
6.653399999834165e-08
2.2047009999994316e-05
1.5050319999971862e-06
6.338467999995601e-06
2.333440000001019e-06
3.89838000003806e-07
5.272113600000239e-05
5.9629509999993505e-05
