NSta=18
0.00014977312599999992
9.138840000000315e-07
1.1056959999997672e-06
1.2583900000002757e-06
3.3316799999916213e-07
8.950313999999793e-06
0.00012467607399999992
1.1071400000162157e-07
1.1120599999969728e-07
3.0506680000002006e-06
7.569975999999201e-06
3.882877999998868e-06
9.548199999898088e-08
1.1168800000049828e-07
0.00017638620399999995
1.0177857999998707e-05
1.1249151999997765e-05
4.6395799999743304e-07
9.028490000000034e-05
8.192299999976171e-07
2.5792895999998676e-05
5.787673999996912e-06
1.185282400000176e-05
8.208399999887207e-08
1.5530445999999643e-05
7.464978000001566e-06
5.025339999988887e-07
5.7725701999999045e-05
2.6225361999998144e-05
9.557852599999706e-05
8.920054600000072e-05
8.035599999800525e-08
0.00014628371000000585
1.4340279999998984e-05
2.407319399999608e-05
9.162479999957896e-07
1.0673600000643546e-07
3.927082000004134e-06
4.3211899999988645e-06
3.5698800000005804e-06
1.1204223999996543e-05
8.448008000002005e-06
2.508231999996724e-06
2.145733999995514e-06
