NSta=9
7.839000000009478e-08
1.5212200000025434e-07
7.648600000020878e-08
2.0420000000065385e-07
1.3485880000008165e-06
7.229000000030794e-08
7.764799999954164e-08
7.301200000142671e-08
3.3873199999945315e-07
7.810800000029871e-08
7.681599999997957e-08
7.718000000167536e-08
7.49119999987613e-08
7.22700000004295e-08
7.898400000172501e-08
7.435399999877746e-08
7.508000000200355e-08
8.043799999768452e-08
1.9215199999678134e-07
1.915340000024912e-07
8.024200000278369e-08
7.36060000008365e-08
4.93337999998289e-07
1.9370199999713123e-07
8.00600000019358e-08
7.476799999750482e-08
7.914999999769634e-08
7.286400000339199e-08
7.522800000003827e-08
1.4194199999906232e-07
7.331199999782711e-08
2.800320000062584e-07
7.438999999465068e-08
1.1312200000190842e-07
7.448600000259376e-08
2.9519999999649826e-07
7.355799999686496e-08
7.628999999553798e-08
7.764800000131799e-08
7.301200000142671e-08
2.8174400000580137e-07
7.610800000179552e-08
7.9815999995958e-08
7.718000000522807e-08
1.7291199999647233e-07
7.626999999388317e-08
8.098399999312277e-08
6.303720000033764e-07
7.807999999442927e-08
