9 1.8168293753828307e-07 1.6536066044741737e-07 1.0542088345141234e-08 1.6797041429740734e-08 3.743827277605824e-07
12 2.8927135909462216e-07 2.8006718924972004e-07 2.307025658503335e-08 3.3434009012664254e-08 6.258428139420397e-07
15 4.829814921920185e-07 4.460009914897133e-07 4.6654341898702806e-08 6.408514417912914e-08 1.0397219697595638e-06
18 8.764747569125519e-07 6.995276818800874e-07 9.27576568587084e-08 1.2383622873974599e-07 1.7925963243910938e-06
